CustomerID,Lookalikes
C0185,Customer ID: C0115 with Similarity Score: 0.475156; Customer ID: C0074 with Similarity Score: 0.580882; Customer ID: C0050 with Similarity Score: 0.599127
C0186,Customer ID: C0131 with Similarity Score: 0.285683; Customer ID: C0005 with Similarity Score: 0.565304; Customer ID: C0061 with Similarity Score: 0.703017
C0187,Customer ID: C0016 with Similarity Score: 0.759219; Customer ID: C0158 with Similarity Score: 0.765170; Customer ID: C0023 with Similarity Score: 0.779408
C0188,Customer ID: C0099 with Similarity Score: 0.323687; Customer ID: C0104 with Similarity Score: 0.421388; Customer ID: C0059 with Similarity Score: 0.466345
C0189,Customer ID: C0055 with Similarity Score: 0.314441; Customer ID: C0030 with Similarity Score: 0.347275; Customer ID: C0174 with Similarity Score: 0.354878
C0190,Customer ID: C0160 with Similarity Score: 0.224996; Customer ID: C0072 with Similarity Score: 0.230889; Customer ID: C0106 with Similarity Score: 0.316103
C0191,Customer ID: C0069 with Similarity Score: 0.202957; Customer ID: C0164 with Similarity Score: 0.205136; Customer ID: C0137 with Similarity Score: 0.345171
C0192,Customer ID: C0199 with Similarity Score: 0.547209; Customer ID: C0177 with Similarity Score: 0.658098; Customer ID: C0103 with Similarity Score: 0.718373
C0193,Customer ID: C0070 with Similarity Score: 0.324937; Customer ID: C0092 with Similarity Score: 0.555715; Customer ID: C0135 with Similarity Score: 0.575090
C0194,Customer ID: C0090 with Similarity Score: 0.392734; Customer ID: C0081 with Similarity Score: 0.533015; Customer ID: C0179 with Similarity Score: 0.558298
C0195,Customer ID: C0039 with Similarity Score: 0.341540; Customer ID: C0090 with Similarity Score: 0.620582; Customer ID: C0057 with Similarity Score: 0.636524
C0196,Customer ID: C0168 with Similarity Score: 0.222840; Customer ID: C0040 with Similarity Score: 0.898843; Customer ID: C0066 with Similarity Score: 0.950161
C0197,Customer ID: C0036 with Similarity Score: 0.180102; Customer ID: C0112 with Similarity Score: 0.375295; Customer ID: C0159 with Similarity Score: 0.377168
C0198,Customer ID: C0095 with Similarity Score: 0.896671; Customer ID: C0150 with Similarity Score: 1.015432; Customer ID: C0128 with Similarity Score: 1.026979
C0199,Customer ID: C0031 with Similarity Score: 0.283751; Customer ID: C0192 with Similarity Score: 0.547209; Customer ID: C0166 with Similarity Score: 0.603223
C0200,Customer ID: C0182 with Similarity Score: 0.458641; Customer ID: C0149 with Similarity Score: 0.464397; Customer ID: C0170 with Similarity Score: 0.479353
